#Function	Subsystem	Classification 1	Classification 2
NPQTN specific sortase B	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Sensor histidine kinase colocalized with HrtAB transporter	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Two-component response regulator SA14-24	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Two-component response regulator colocalized with HrtAB transporter	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Two-component sensor kinase SA14-24	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Uncharacterized siderophore biosynthesis protein near heme transporter HtsABC	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Zn-dependent hydrolase (beta-lactamase superfamily)	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Cell surface receptor IsdH for hemoglobin-haptoglobin complexes	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Sortase A, LPXTG specific	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Acyl carrier protein associated with anthrachelin biosynthesis	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Antibiotic biosynthesis monooxygenase domain-containing protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Cell surface protein IsdA1	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme transporter analogous to IsdDEF, ATP-binding protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hypothetical protein GBAA1985 associated with anthrachelin biosynthesis, unique	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hypothetical protein GBAA1986 associated with anthrachelin biosynthesis, isomerase-like TIM barrel domain	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Long-chain-fatty-acid--CoA ligase associated with anthrachelin biosynthesis	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter ATP-binding protein PiuD	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter permease protein PiuB	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter permease protein PiuC	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter substrate-binding protein PiuA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter ATP-binding protein PiaD	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter permease protein PiaB	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter permease protein PiaC	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron compound ABC uptake transporter substrate-binding protein PiaA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Cell surface protein Shp, transfers heme from hemoglobin to apo-SiaA/HtsA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme ABC transporter (Streptococcus), ATP-binding protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme ABC transporter (Streptococcus), heme and hemoglobin-binding protein SiaA/HtsA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme ABC transporter (Streptococcus), permease protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Putative ABC transporter (ATP-binding protein), spy1791 homolog	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Putative ABC transporter ATP-binding protein, spy1790 homolog	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Streptococcal cell surface hemoprotein receptor Shr	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Uncharacterized iron compound ABC uptake transporter, ATP-binding protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Uncharacterized iron compound ABC uptake transporter, permease protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Uncharacterized iron compound ABC uptake transporter, substrate-binding protein	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hemin transport protein HmuS	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme oxygenase HemO, associated with heme uptake	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hypothetical, distant similarity with heme-degrading oxygenase IsdG	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Similar to hypothetical protein DUF454	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme oxygenase (EC 1.14.99.3)	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme ABC transporter, ATPase component HmuV	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme ABC transporter, cell surface heme and hemoprotein receptor HmuT	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Heme ABC transporter, permease protein HmuU	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hemoglobin, heme-dependent two component system response regulator ChrA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hemoglobin, heme-dependent two component system sensory histidine kinase ChrS	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hemoglobin-dependent two component system response regulator HrrA	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hemoglobin-dependent two component system, sensory histidine kinase HrrS	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Iron-dependent repressor IdeR/DtxR	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Hypothetical similar to CcmC, putative heme lyase for CcmE	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Virulence	Iron Scavenging Mechanisms
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	Restriction-Modification_System	DNA Metabolism	
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	Restriction-Modification_System	DNA Metabolism	
Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	Restriction-Modification_System	DNA Metabolism	
Putative predicted metal-dependent hydrolase	Restriction-Modification_System	DNA Metabolism	
Type III restriction-modification system methylation subunit (EC 2.1.1.72)	Restriction-Modification_System	DNA Metabolism	
Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)	Restriction-Modification_System	DNA Metabolism	
Putative DNA-binding protein in cluster with Type I restriction-modification system	Restriction-Modification_System	DNA Metabolism	
Type III restriction-modification system StyLTI enzyme res (EC 3.1.21.5)	Restriction-Modification_System	DNA Metabolism	
FIG006789: Stage V sporulation protein	Sporulation_draft	Dormancy and Sporulation	
KinB signaling pathway activation protein	Sporulation_draft	Dormancy and Sporulation	
Spo0E regulatory protein, specific dephosphorylation of Spo0A-P (stage 0 sporulation)	Sporulation_draft	Dormancy and Sporulation	
Spore germination protein GerD	Sporulation_draft	Dormancy and Sporulation	
Sporulation kinase A (EC 2.7.13.3)	Sporulation_draft	Dormancy and Sporulation	
Sporulation protein YkvU	Sporulation_draft	Dormancy and Sporulation	
Sporulation thiol-disulfide oxidoreductase StoA precursor (Stage IV sporulation protein H)	Sporulation_draft	Dormancy and Sporulation	
Stage 0 sporulation protein YaaT	Sporulation_draft	Dormancy and Sporulation	
Stage 0 sporulation two-component response regulator (Spo0A)	Sporulation_draft	Dormancy and Sporulation	
Stage V sporulation protein B	Sporulation_draft	Dormancy and Sporulation	
Sporulation kinase B (EC 2.7.13.3)	Sporulation_draft	Dormancy and Sporulation	
Sporulation kinase B homolog 1	Sporulation_draft	Dormancy and Sporulation	
Sporulation kinase B homolog 2	Sporulation_draft	Dormancy and Sporulation	
spore peptidoglycan hydrolase (N-acetylglucosaminidase) (EC 3.2.1.-)	Sporulation_draft	Dormancy and Sporulation	
Spore cortex-lytic enzyme precursor	Sporulation_draft	Dormancy and Sporulation	
Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase)	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
4-hydroxyproline epimerase (EC 5.1.1.8)	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
D-amino acid dehydrogenase (EC 1.4.99.1) family protein in hydroxy-L-proline catabolic cluster	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
D-amino-acid oxidase (EC 1.4.3.3)	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
Putative oxidoreductase in 4-hydroxyproline catabolic gene cluster	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
Hydroxyproline dehydratase putative	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
Aldehyde dehydrogenase (EC 1.2.1.3) in 4-hydroxyproline catabolic gene cluster	Experimental_-_hydroxyproline_metabolism	Experimental Subsystems	
Copper-translocating P-type ATPase (EC 3.6.3.4)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Copper-containing nitrite reductase (EC 1.7.2.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c553-like	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
membrane c-type cytochrome cy	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
probable cytochrome oxidase (cbb3-type)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
hypothetical cytochrome oxidase associated membrane protein	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
quinol oxidase polypeptide I QoxB (EC:1.9.3.-)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
quinol oxidase polypeptide II QoxA (EC:1.9.3.-)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
quinol oxidase polypeptide III QoxC (EC:1.9.3.-)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Quinol oxidase (SoxABC), cytochrome aa3 subunit (SoxB)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Quinol oxidase-2, subunit II (SoxH)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
quinol oxidase polypeptide IV QoxD (EC:1.9.3.-)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Heme bearing subunit I of the terminal oxidase (DoxB)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Terminal oxidase, small hydrophobic subunit (DoxE)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Terminal oxidase, subunit (DoxC)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
hypothetical cytochrome c oxidase polypeptide I	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Cytochrome c oxidase polypeptide IIA (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
FixO3 cytochrome-c oxidase subunit	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions
Mlr0777 protein	CBSS-235.1.peg.567	Clustering-based subsystems	
Dihydropteroate synthase (EC 2.5.1.15)	CBSS-235.1.peg.567	Clustering-based subsystems	
GTP-binding protein	CBSS-235.1.peg.567	Clustering-based subsystems	
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	CBSS-235.1.peg.567	Clustering-based subsystems	
Amino acid regulated cytosolic protein	CBSS-235.1.peg.567	Clustering-based subsystems	
Mlr0789 protein	CBSS-235.1.peg.567	Clustering-based subsystems	
C4-type zinc finger protein, DksA/TraR family	CBSS-235.1.peg.567	Clustering-based subsystems	
Dihydroneopterin aldolase (EC 4.1.2.25)	CBSS-235.1.peg.567	Clustering-based subsystems	
Phosphohistidine phosphatase SixA	CBSS-235.1.peg.567	Clustering-based subsystems	
Beta-lactamase class C and other penicillin binding proteins	At1g69340_At2g40600		
COG2110, Macro domain, possibly ADP-ribose binding module	At1g69340_At2g40600		
D-tyrosyl-tRNA(Tyr) deacylase	At1g69340_At2g40600		
DUF124 domain-containing protein	At1g69340_At2g40600		
Lipoate-protein ligase A	At1g69340_At2g40600		
NAD-dependent protein deacetylase of SIR2 family	At1g69340_At2g40600		
Cardiolipin synthetase (EC 2.7.8.-)	At1g69340_At2g40600		
Hydrolase of the alpha/beta superfamily in cluster with COG2110	At1g69340_At2g40600		
Uncharacterized monothiol glutaredoxin ycf64-like	At1g69340_At2g40600		
Hypothetical protein YmdC, PLD phosphodiesterase domains	At1g69340_At2g40600		
Luciferase-like monooxygenase (EC 1.14.-.-) in cluster with COG2110	At1g69340_At2g40600		
Biotinyl-lipoyl attachment domain protein, GcvH-like	At1g69340_At2g40600		
Probable NADH-dependent flavin oxidoreductase in cluster with COG2110	At1g69340_At2g40600		
Putative lipoprotein in cluster with COG2110	At1g69340_At2g40600		
Putative lipoprotein, specific for Pseudomonas, in cluster with COG2110	At1g69340_At2g40600		
DNA/RNA-binding protein Alba	At1g69340_At2g40600		
MCP-domain signal transduction protein	C_jejuni_colonization_of_chick_caeca	Virulence	
Cytochrome C551 peroxidase (EC 1.11.1.5)	C_jejuni_colonization_of_chick_caeca	Virulence	
RNA polymerase sigma factor for flagellar operon	C_jejuni_colonization_of_chick_caeca	Virulence	
Predicted signal transduction protein	C_jejuni_colonization_of_chick_caeca	Virulence	
Flagellar motor rotation protein MotB	C_jejuni_colonization_of_chick_caeca	Virulence	
Flagellar motor rotation protein MotA	C_jejuni_colonization_of_chick_caeca	Virulence	
RNA polymerase sigma-54 factor RpoN	C_jejuni_colonization_of_chick_caeca	Virulence	
Phosphate acetyltransferase (EC 2.3.1.8)	C_jejuni_colonization_of_chick_caeca	Virulence	
Rrf2 family transcriptional regulator	C_jejuni_colonization_of_chick_caeca	Virulence	
Putative amino-acid transport protein	C_jejuni_colonization_of_chick_caeca	Virulence	
acyl-acyl carrier protein synthetase (EC 6.2.1.20)	C_jejuni_colonization_of_chick_caeca	Virulence	
Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	C_jejuni_colonization_of_chick_caeca	Virulence	
Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY	C_jejuni_colonization_of_chick_caeca	Virulence	
UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	C_jejuni_colonization_of_chick_caeca	Virulence	
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	C_jejuni_colonization_of_chick_caeca	Virulence	
Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)	C_jejuni_colonization_of_chick_caeca	Virulence	
Flagellar biosynthesis protein FliR	C_jejuni_colonization_of_chick_caeca	Virulence	
Flagellar hook-associated protein FlgK	C_jejuni_colonization_of_chick_caeca	Virulence	
Paralysed flagella protein PflA	C_jejuni_colonization_of_chick_caeca	Virulence	
Alpha-galactosidase (EC 3.2.1.22)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Beta-glucosidase (EC 3.2.1.21)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
MSM (multiple sugar metabolism) operon regulatory protein	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Multiple sugar ABC transporter, ATP-binding protein	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Multiple sugar ABC transporter, substrate-binding protein	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Two-component sensor kinase YesM (EC 2.7.3.-)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Alpha-mannosidase (EC 3.2.1.24)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Lactose permease	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Hyaluronoglucosaminidase (EC 3.2.1.35)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Sucrose phosphorylase (EC 2.4.1.7)	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Raffinose operon transcriptional regulatory protein RafR	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Carbohydrates	Di- and oligosaccharides
Antigen 85-A precursor (85A) (Antigen 85 complex A) (Ag85A) (Mycolyl transferase 85A) (EC 2.3.1.-)	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Antigen 85-C precursor (85C) (Antigen 85 complex C) (Ag85C) (Mycolyl transferase 85C) (EC 2.3.1.-)	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Probable acyl-CoA dehydrogenase fadE35 (EC 1.3.99.-)	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Probable polyketide synthase, similar to many. e.g. gp|M63676|SERERYAA_1 S.erythraea first ORF of eryA gene, involved in complex polyketide formation in erythromycin biosynthesis.	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Transposase for insertion sequence element IS1557	CBSS-83332.1.peg.3803	Clustering-based subsystems	
fatty-acid-CoA ligase FadD32	CBSS-83332.1.peg.3803	Clustering-based subsystems	
hypothetical protein Rv3802c	CBSS-83332.1.peg.3803	Clustering-based subsystems	
hypothetical protein Rv3805c	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Antigen 85-B precursor (85B) (Extracellular alpha-antigen) (Antigen 85 complex B) (Ag85B) (Mycolyl transferase 85B) (EC 2.3.1.-)	CBSS-83332.1.peg.3803	Clustering-based subsystems	
Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate, aspartate	Glutamate_and_Aspartate_uptake_in_Bacteria		
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Glutamate_and_Aspartate_uptake_in_Bacteria		
Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	Glutamate_and_Aspartate_uptake_in_Bacteria		
Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)	Glutamate_and_Aspartate_uptake_in_Bacteria		
Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)	Glutamate_and_Aspartate_uptake_in_Bacteria		
Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)	Glutamate_and_Aspartate_uptake_in_Bacteria		
Signal transduction histidine kinase regulating C4-dicarboxylate transport system (EC 2.7.13.3)	Glutamate_and_Aspartate_uptake_in_Bacteria		
Two component, Sigma-54 Specific, central transcriptional regulator of acidic amino acid uptake	Glutamate_and_Aspartate_uptake_in_Bacteria		
Glutamate-aspartate carrier protein	Glutamate_and_Aspartate_uptake_in_Bacteria		
Sodium/glutamate symport protein	Glutamate_and_Aspartate_uptake_in_Bacteria		
Alkan-1-ol dehydrogenase, PQQ-dependent (EC 1.1.99.20)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Coenzyme PQQ synthesis protein A	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Coenzyme PQQ synthesis protein B	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Coenzyme PQQ synthesis protein C	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Coenzyme PQQ synthesis protein D	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Coenzyme PQQ synthesis protein E	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Methanol dehydrogenase large subunit protein (EC 1.1.99.8)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Polyvinyl-alcohol dehydrogenase, PQQ-dependent (EC 1.1.99.23)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Quino(hemo)protein alcohol dehydrogenase, PQQ-dependent (EC 1.1.99.8)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
PQQ-dependent oxidoreductase, gdhB family	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Choline dehydrogenase (EC 1.1.99.1)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Paralog of coenzyme PQQ synthesis protein C	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Soluble aldose sugar dehydrogenase, PQQ-dependent (EC 1.1.5.-)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Coenzyme PQQ synthesis protein F (EC 3.4.99.-)	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Uncharacterized dehydrogenase [pyrroloquinoline-quinone]	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Similar to coenzyme PQQ synthesis protein B	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Broad-specificity glycerol dehydrogenase (EC 1.1.99.22), subunit SldA	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
Broad-specificity glycerol dehydrogenase (EC 1.1.99.22), subunit SldB	Coenzyme_PQQ_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors
CRISPR-associated protein Cas1	CRISPRs	DNA Metabolism	
CRISPR-associated protein Cas2	CRISPRs	DNA Metabolism	
CRISPR-associated helicase Cas3	CRISPRs	DNA Metabolism	
CRISPR-associated RecB family exonuclease Cas4a	CRISPRs	DNA Metabolism	
CRISPR-associated RecB family exonuclease Cas4b	CRISPRs	DNA Metabolism	
CRISPR-associated protein, TM1801 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1133 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, CT1134 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, WS1616 family	CRISPRs	DNA Metabolism	
CRISPR-associated protein, Csn1 family	CRISPRs	DNA Metabolism	
CRISPR-associated negative autoregulator	CRISPRs	DNA Metabolism	
CRISPR-associated protein, SAG0894 family	CRISPRs	DNA Metabolism	
